Complaint_ID,Complaint_Text,Category,Sentiment,Priority,Resolution,Status
363,Train delayed by 3 hours,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
364,AC not working in coach B2,Cleanliness,Very Negative,High,Cleaning team dispatched,Pending
365,Food served was stale,Staff Behaviour,Negative,High,Supervisor informed,Resolved
366,Blanket not provided,Theft,Negative,Low,RPF complaint registered,Pending
367,Medical assistance required urgently,Food Quality,Neutral,High,Catering manager informed,Pending
368,Unauthorized person entered coach,Security,Very Negative,Medium,RPF team alerted,Pending
369,Food served was stale,WiFi Issue,Negative,High,Technical support informed,Resolved
370,WiFi not available,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
371,Medical assistance required urgently,Luggage,Negative,Medium,Lost and found informed,Resolved
372,Food served was stale,Reservation,Neutral,Medium,Reservation department informed,Resolved
373,Charging point not working,Luggage,Very Negative,Medium,Lost and found informed,Resolved
374,AC not working in coach B2,Cleanliness,Negative,Low,Cleaning team dispatched,Resolved
375,Medical assistance required urgently,Water Problem,Very Negative,High,Vendor informed,Resolved
376,Charging point not working,Coach Damage,Very Negative,Low,Maintenance team assigned,Pending
377,Blanket not provided,Medical Emergency,Negative,Low,Medical team alerted,Pending
378,Blanket not provided,Security,Very Negative,High,RPF team alerted,Pending
379,Food served was stale,Theft,Very Negative,Low,RPF complaint registered,Resolved
380,Blanket not provided,Security,Very Negative,Medium,RPF team alerted,Pending
381,Unauthorized person entered coach,AC Issue,Negative,High,Technician assigned,Pending
382,Medical assistance required urgently,Coach Damage,Negative,Low,Maintenance team assigned,Pending
383,Train delayed by 3 hours,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
384,Food served was stale,WiFi Issue,Negative,Low,Technical support informed,Pending
385,Blanket not provided,Catering Issue,Very Negative,Low,Vendor contacted,Resolved
386,AC not working in coach B2,Staff Behaviour,Very Negative,High,Supervisor informed,Pending
387,Passenger lost luggage,Food Quality,Neutral,Low,Catering manager informed,Pending
388,Unauthorized person entered coach,Food Quality,Neutral,High,Catering manager informed,Resolved
389,Washroom is dirty,Security,Very Negative,Low,RPF team alerted,Resolved
390,Train delayed by 3 hours,Washroom Problem,Negative,Medium,Cleaning staff informed,Pending
391,Blanket not provided,Medical Emergency,Negative,Medium,Medical team alerted,Resolved
392,WiFi not available,AC Issue,Negative,Low,Technician assigned,Pending
393,Blanket not provided,Cleanliness,Very Negative,High,Cleaning team dispatched,Pending
394,Train delayed by 3 hours,Electrical,Negative,High,Electrician assigned,Resolved
395,Medical assistance required urgently,Coach Damage,Neutral,Low,Maintenance team assigned,Resolved
396,Passenger lost luggage,Women Safety,Negative,Low,RPF escort assigned,Pending
397,WiFi not available,Delay,Neutral,High,Delay notification sent,Resolved
398,WiFi not available,Security,Neutral,Low,RPF team alerted,Pending
399,AC not working in coach B2,Food Quality,Very Negative,High,Catering manager informed,Pending
400,AC not working in coach B2,Bedroll Missing,Neutral,High,Housekeeping informed,Pending
401,Passenger lost luggage,Noise Complaint,Neutral,Medium,Coach attendant informed,Resolved
402,Medical assistance required urgently,AC Issue,Very Negative,High,Technician assigned,Resolved
403,Blanket not provided,Luggage,Very Negative,Medium,Lost and found informed,Resolved
404,Train delayed by 3 hours,Theft,Very Negative,High,RPF complaint registered,Pending
405,Unauthorized person entered coach,Bedroll Missing,Negative,High,Housekeeping informed,Pending
406,Washroom is dirty,Theft,Neutral,Low,RPF complaint registered,Pending
407,AC not working in coach B2,Electrical,Very Negative,Medium,Electrician assigned,Pending
408,Charging point not working,Electrical,Very Negative,Low,Electrician assigned,Pending
409,Unauthorized person entered coach,Women Safety,Negative,High,RPF escort assigned,Resolved
410,AC not working in coach B2,Coach Damage,Very Negative,Medium,Maintenance team assigned,Pending
411,AC not working in coach B2,Theft,Negative,High,RPF complaint registered,Pending
412,WiFi not available,Water Problem,Very Negative,Low,Vendor informed,Resolved
413,Washroom is dirty,Water Problem,Negative,Medium,Vendor informed,Pending
414,Charging point not working,Reservation,Neutral,Medium,Reservation department informed,Resolved
415,Washroom is dirty,Theft,Negative,Low,RPF complaint registered,Pending
416,AC not working in coach B2,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
417,AC not working in coach B2,Electrical,Very Negative,Low,Electrician assigned,Pending
418,Food served was stale,Luggage,Negative,High,Lost and found informed,Resolved
419,Charging point not working,Electrical,Negative,High,Electrician assigned,Resolved
420,AC not working in coach B2,Security,Neutral,Low,RPF team alerted,Pending
421,Blanket not provided,Electrical,Very Negative,High,Electrician assigned,Pending
422,Washroom is dirty,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
423,Charging point not working,Cleanliness,Neutral,Medium,Cleaning team dispatched,Pending
424,Charging point not working,WiFi Issue,Very Negative,Low,Technical support informed,Resolved
425,Unauthorized person entered coach,Women Safety,Negative,Medium,RPF escort assigned,Pending
426,Medical assistance required urgently,Coach Damage,Neutral,Medium,Maintenance team assigned,Resolved
427,AC not working in coach B2,Washroom Problem,Neutral,Low,Cleaning staff informed,Pending
428,Charging point not working,Catering Issue,Negative,Medium,Vendor contacted,Pending
429,Train delayed by 3 hours,Catering Issue,Very Negative,Low,Vendor contacted,Pending
430,WiFi not available,Ticket Issue,Negative,High,Refund process initiated,Pending
431,Blanket not provided,Staff Behaviour,Neutral,Low,Supervisor informed,Resolved
432,AC not working in coach B2,Noise Complaint,Neutral,Medium,Coach attendant informed,Pending
433,Unauthorized person entered coach,Luggage,Negative,High,Lost and found informed,Pending
434,AC not working in coach B2,Bedroll Missing,Negative,High,Housekeeping informed,Pending
435,Charging point not working,Reservation,Negative,High,Reservation department informed,Pending
436,Blanket not provided,Delay,Very Negative,Medium,Delay notification sent,Resolved
437,WiFi not available,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
438,Food served was stale,Luggage,Neutral,Low,Lost and found informed,Resolved
439,Unauthorized person entered coach,Catering Issue,Very Negative,Low,Vendor contacted,Pending
440,Food served was stale,Theft,Very Negative,High,RPF complaint registered,Resolved
441,AC not working in coach B2,Security,Neutral,Low,RPF team alerted,Resolved
442,Passenger lost luggage,Women Safety,Neutral,Medium,RPF escort assigned,Resolved
443,Unauthorized person entered coach,Reservation,Very Negative,Low,Reservation department informed,Pending
444,Medical assistance required urgently,Security,Very Negative,High,RPF team alerted,Pending
445,Medical assistance required urgently,Cleanliness,Negative,Medium,Cleaning team dispatched,Resolved
446,Train delayed by 3 hours,Noise Complaint,Very Negative,Medium,Coach attendant informed,Pending
447,WiFi not available,Bedroll Missing,Neutral,High,Housekeeping informed,Pending
448,Blanket not provided,Ticket Issue,Negative,High,Refund process initiated,Pending
449,Medical assistance required urgently,Catering Issue,Neutral,Medium,Vendor contacted,Resolved
450,Train delayed by 3 hours,Staff Behaviour,Negative,High,Supervisor informed,Pending
451,Washroom is dirty,Medical Emergency,Neutral,High,Medical team alerted,Resolved
452,Passenger lost luggage,Women Safety,Very Negative,High,RPF escort assigned,Resolved
453,Passenger lost luggage,Reservation,Negative,Medium,Reservation department informed,Resolved
454,Unauthorized person entered coach,Staff Behaviour,Very Negative,Medium,Supervisor informed,Resolved
455,Passenger lost luggage,AC Issue,Neutral,Low,Technician assigned,Pending
456,Train delayed by 3 hours,Theft,Negative,Medium,RPF complaint registered,Resolved
457,Blanket not provided,Food Quality,Neutral,High,Catering manager informed,Resolved
458,Blanket not provided,Washroom Problem,Neutral,Medium,Cleaning staff informed,Resolved
459,Charging point not working,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
460,Unauthorized person entered coach,Noise Complaint,Negative,Low,Coach attendant informed,Pending
461,Passenger lost luggage,Electrical,Negative,Low,Electrician assigned,Pending
462,Passenger lost luggage,AC Issue,Neutral,Low,Technician assigned,Resolved
463,Passenger lost luggage,Theft,Neutral,High,RPF complaint registered,Pending
464,Washroom is dirty,Washroom Problem,Negative,High,Cleaning staff informed,Resolved
465,Medical assistance required urgently,Bedroll Missing,Negative,Medium,Housekeeping informed,Resolved
466,WiFi not available,Electrical,Neutral,Low,Electrician assigned,Resolved
467,Food served was stale,Medical Emergency,Negative,Low,Medical team alerted,Pending
468,Passenger lost luggage,Cleanliness,Negative,Low,Cleaning team dispatched,Pending
469,Train delayed by 3 hours,Ticket Issue,Negative,Medium,Refund process initiated,Pending
470,Medical assistance required urgently,WiFi Issue,Negative,High,Technical support informed,Pending
471,Washroom is dirty,Electrical,Very Negative,High,Electrician assigned,Pending
472,Train delayed by 3 hours,Staff Behaviour,Neutral,High,Supervisor informed,Resolved
473,Medical assistance required urgently,Theft,Neutral,Medium,RPF complaint registered,Resolved
474,Passenger lost luggage,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
475,Charging point not working,Security,Very Negative,High,RPF team alerted,Resolved
476,Blanket not provided,Cleanliness,Negative,High,Cleaning team dispatched,Pending
477,Unauthorized person entered coach,Reservation,Negative,Medium,Reservation department informed,Resolved
478,Washroom is dirty,Medical Emergency,Very Negative,Medium,Medical team alerted,Pending
479,Food served was stale,Electrical,Neutral,High,Electrician assigned,Pending
480,Medical assistance required urgently,AC Issue,Very Negative,Medium,Technician assigned,Pending
481,Charging point not working,Medical Emergency,Very Negative,Medium,Medical team alerted,Resolved
482,Unauthorized person entered coach,Security,Neutral,Low,RPF team alerted,Pending
483,Food served was stale,Catering Issue,Negative,High,Vendor contacted,Pending
484,AC not working in coach B2,Bedroll Missing,Negative,Medium,Housekeeping informed,Resolved
485,Passenger lost luggage,Water Problem,Neutral,Medium,Vendor informed,Pending
486,Blanket not provided,Security,Negative,Medium,RPF team alerted,Pending
487,Train delayed by 3 hours,Ticket Issue,Very Negative,High,Refund process initiated,Resolved
488,Train delayed by 3 hours,Food Quality,Negative,Medium,Catering manager informed,Pending
489,Blanket not provided,Coach Damage,Very Negative,Medium,Maintenance team assigned,Resolved
490,Medical assistance required urgently,Food Quality,Neutral,High,Catering manager informed,Pending
491,Medical assistance required urgently,Delay,Neutral,Low,Delay notification sent,Pending
492,AC not working in coach B2,Bedroll Missing,Very Negative,High,Housekeeping informed,Resolved
493,Train delayed by 3 hours,Theft,Very Negative,Medium,RPF complaint registered,Pending
494,AC not working in coach B2,Coach Damage,Very Negative,High,Maintenance team assigned,Pending
495,AC not working in coach B2,Theft,Negative,Medium,RPF complaint registered,Resolved
496,Passenger lost luggage,Reservation,Neutral,High,Reservation department informed,Resolved
497,Charging point not working,Reservation,Very Negative,Medium,Reservation department informed,Pending
498,Passenger lost luggage,Water Problem,Negative,Low,Vendor informed,Resolved
499,Blanket not provided,WiFi Issue,Neutral,High,Technical support informed,Pending
500,AC not working in coach B2,WiFi Issue,Very Negative,Medium,Technical support informed,Pending
501,Train delayed by 3 hours,Ticket Issue,Negative,Medium,Refund process initiated,Pending
502,Washroom is dirty,Theft,Negative,High,RPF complaint registered,Pending
503,Washroom is dirty,WiFi Issue,Neutral,High,Technical support informed,Pending
504,Unauthorized person entered coach,Electrical,Neutral,Medium,Electrician assigned,Resolved
505,Washroom is dirty,Noise Complaint,Negative,Medium,Coach attendant informed,Pending
506,AC not working in coach B2,Reservation,Negative,Medium,Reservation department informed,Resolved
507,Charging point not working,Delay,Very Negative,Medium,Delay notification sent,Pending
508,Medical assistance required urgently,Catering Issue,Neutral,Medium,Vendor contacted,Pending
509,Unauthorized person entered coach,Medical Emergency,Very Negative,High,Medical team alerted,Resolved
